"Sunday    ",1.670000,1.210000,14.510000,82.610000
"Monday    ",1.840000,1.110000,15.280000,81.770000
"Tuesday   ",1.850000,1.150000,15.890000,81.110000
"Wednesday ",1.710000,1.080000,15.650000,81.560000
"Thursday  ",1.650000,1.010000,15.730000,81.610000
"Friday    ",1.620000,0.980000,16.510000,80.890000
"Saturday  ",1.810000,1.260000,17.140000,79.790000
