1503960366,7.970000,12405.680000,360.280000,1872.280000
1644430081,5.790000,7967.750000,294.000000,2977.750000
1844505072,2.300000,3477.000000,652.000000,1676.330000
1927972279,1.030000,1490.000000,417.000000,2316.200000
2026352035,3.490000,5618.680000,506.180000,1540.790000
2320127002,3.420000,5079.000000,61.000000,1804.000000
2347167796,5.680000,8533.200000,446.800000,1971.330000
3977333714,7.680000,11218.000000,293.640000,1560.390000
4020332650,4.730000,6596.750000,349.380000,3195.000000
4319703577,4.790000,7125.420000,476.650000,2024.690000
4388161847,8.590000,11034.350000,400.170000,3141.740000
4445114986,3.220000,4756.180000,385.180000,2183.140000
4558609924,5.380000,8139.000000,127.600000,2197.000000
4702921684,7.330000,9035.850000,417.480000,3019.560000
5553957443,5.640000,8612.580000,463.480000,1875.680000
5577150313,6.930000,9260.080000,432.000000,3539.190000
6117666160,6.700000,8823.830000,478.780000,2460.830000
6775888955,2.510000,3499.000000,349.670000,2344.670000
6962181067,6.590000,9794.810000,448.000000,1982.030000
7007744171,3.430000,5115.500000,68.500000,2150.500000
7086361926,7.010000,10290.500000,453.130000,2657.630000
8053475328,15.020000,19078.670000,297.000000,3309.330000
8378563200,6.910000,8717.710000,445.130000,3436.580000
8792009665,2.200000,3443.270000,435.670000,2299.330000
