"Sunday    ",5.180000,7297.850000,452.750000,2276.600000
"Monday    ",6.540000,9273.220000,419.500000,2431.980000
"Tuesday   ",6.430000,9182.690000,404.540000,2496.200000
"Wednesday ",5.720000,8022.860000,434.680000,2378.240000
"Thursday  ",5.770000,8183.520000,401.300000,2306.670000
"Friday    ",5.510000,7901.400000,405.420000,2329.650000
"Saturday  ",7.020000,9871.120000,419.070000,2506.890000
