"Sunday    ",119821.00,21051.00,1758.00,2418.00
"Monday    ",123353.00,23047.00,1680.00,2773.00
"Tuesday   ",153119.00,29996.00,2179.00,3489.00
"Wednesday ",148422.00,28478.00,1965.00,3117.00
"Thursday  ",141413.00,27257.00,1758.00,2853.00
"Friday    ",126039.00,25729.00,1526.00,2527.00
"Saturday  ",119571.00,25686.00,1885.00,2718.00
