13162.00,327.00
10735.00,384.00
9762.00,412.00
12669.00,340.00
9705.00,700.00
15506.00,304.00
10544.00,360.00
9819.00,325.00
14371.00,361.00
10039.00,430.00
15355.00,277.00
13755.00,245.00
13154.00,366.00
11181.00,341.00
14673.00,404.00
10602.00,369.00
14727.00,277.00
15103.00,273.00
14070.00,247.00
12159.00,334.00
11992.00,331.00
10060.00,594.00
12022.00,338.00
12207.00,383.00
12770.00,285.00
3176.00,119.00
18213.00,124.00
3758.00,796.00
6724.00,137.00
3844.00,644.00
4014.00,722.00
2573.00,590.00
678.00,750.00
356.00,398.00
980.00,475.00
3761.00,296.00
1675.00,166.00
4414.00,503.00
4993.00,531.00
3335.00,545.00
3821.00,523.00
2547.00,524.00
838.00,437.00
2424.00,498.00
7222.00,461.00
2467.00,477.00
2915.00,520.00
12357.00,522.00
3490.00,555.00
6017.00,506.00
6088.00,508.00
6375.00,513.00
7604.00,490.00
4729.00,573.00
3609.00,527.00
7018.00,511.00
6564.00,538.00
12167.00,468.00
8198.00,524.00
4193.00,511.00
5528.00,541.00
10685.00,531.00
254.00,357.00
8580.00,523.00
8891.00,456.00
5079.00,61.00
10352.00,467.00
10129.00,445.00
10465.00,452.00
5472.00,556.00
8247.00,500.00
6711.00,465.00
10080.00,460.00
7804.00,405.00
16901.00,374.00
9471.00,442.00
9482.00,433.00
5980.00,436.00
11423.00,448.00
5439.00,408.00
42.00,411.00
8856.00,274.00
10035.00,295.00
7641.00,291.00
9010.00,424.00
13459.00,283.00
10415.00,381.00
11663.00,412.00
12414.00,219.00
11658.00,152.00
6093.00,332.00
8911.00,355.00
12058.00,235.00
14112.00,310.00
11177.00,262.00
11388.00,250.00
7193.00,349.00
7114.00,261.00
10645.00,333.00
13238.00,237.00
10414.00,383.00
16520.00,230.00
14335.00,292.00
13559.00,213.00
12312.00,318.00
11677.00,323.00
11550.00,237.00
13585.00,259.00
13072.00,312.00
8539.00,501.00
1982.00,77.00
4496.00,322.00
10252.00,478.00
11728.00,226.00
4369.00,385.00
5862.00,364.00
5546.00,442.00
10210.00,535.00
5664.00,465.00
4744.00,506.00
2276.00,515.00
8925.00,461.00
8954.00,523.00
3702.00,59.00
4500.00,533.00
4935.00,692.00
4081.00,467.00
9259.00,488.00
9899.00,505.00
10780.00,286.00
10817.00,497.00
7990.00,523.00
8221.00,490.00
1251.00,484.00
9261.00,478.00
9648.00,474.00
9524.00,450.00
7937.00,507.00
3672.00,602.00
10378.00,535.00
9487.00,487.00
9129.00,529.00
17.00,302.00
8758.00,499.00
6580.00,426.00
4660.00,619.00
11009.00,99.00
10181.00,329.00
10553.00,421.00
10055.00,442.00
12139.00,82.00
13236.00,478.00
10243.00,552.00
9461.00,319.00
11193.00,439.00
10074.00,428.00
12533.00,409.00
10255.00,547.00
10096.00,368.00
12375.00,390.00
9603.00,471.00
22770.00,472.00
17298.00,529.00
10218.00,62.00
10299.00,354.00
10201.00,469.00
3276.00,429.00
2961.00,370.00
3974.00,441.00
7198.00,337.00
3945.00,462.00
2268.00,98.00
2064.00,388.00
2072.00,439.00
3809.00,436.00
6831.00,388.00
3385.00,328.00
6326.00,353.00
7243.00,332.00
4493.00,419.00
4676.00,106.00
6222.00,322.00
5232.00,439.00
6910.00,502.00
7502.00,417.00
2923.00,337.00
3800.00,462.00
4514.00,374.00
5183.00,401.00
7303.00,361.00
5275.00,457.00
3915.00,405.00
9105.00,499.00
768.00,483.00
13743.00,126.00
9148.00,103.00
7833.00,171.00
3428.00,115.00
6543.00,123.00
7213.00,425.00
6877.00,400.00
7860.00,384.00
6506.00,253.00
11140.00,382.00
12692.00,591.00
9105.00,293.00
6708.00,457.00
8793.00,454.00
6530.00,425.00
15126.00,465.00
15050.00,480.00
9167.00,370.00
6108.00,421.00
7047.00,432.00
9023.00,442.00
9930.00,433.00
10144.00,479.00
9454.00,327.00
8161.00,412.00
8614.00,414.00
6943.00,404.00
14370.00,520.00
8232.00,435.00
10613.00,416.00
9810.00,354.00
2752.00,404.00
11596.00,441.00
4832.00,455.00
17022.00,357.00
16556.00,377.00
5771.00,651.00
655.00,350.00
3727.00,520.00
15482.00,357.00
2713.00,658.00
12346.00,399.00
11682.00,322.00
4112.00,631.00
1807.00,553.00
10946.00,433.00
11886.00,412.00
10538.00,347.00
11393.00,421.00
12764.00,450.00
1202.00,775.00
5164.00,622.00
9769.00,409.00
12848.00,380.00
4249.00,447.00
14331.00,419.00
9632.00,400.00
1868.00,442.00
6083.00,568.00
11611.00,453.00
16358.00,418.00
4926.00,463.00
3121.00,438.00
8135.00,419.00
5077.00,432.00
8596.00,477.00
12087.00,392.00
14269.00,406.00
12231.00,549.00
9893.00,527.00
12574.00,449.00
8330.00,447.00
10830.00,414.00
9172.00,338.00
