7638.00,384.00
15764.00,543.00
6393.00,421.00
5325.00,354.00
6805.00,424.00
9841.00,361.00
7924.00,459.00
12363.00,412.00
13368.00,379.00
7439.00,525.00
11045.00,508.00
5206.00,603.00
7550.00,74.00
8869.00,504.00
4038.00,431.00
14450.00,380.00
7150.00,336.00
5153.00,493.00
11135.00,465.00
10449.00,474.00
19542.00,508.00
8206.00,480.00
11495.00,492.00
7623.00,353.00
9411.00,542.00
3403.00,393.00
9592.00,600.00
8915.00,507.00
9799.00,392.00
3365.00,658.00
7336.00,498.00
7328.00,555.00
4477.00,492.00
4053.00,235.00
5162.00,423.00
1282.00,391.00
10199.00,366.00
5652.00,630.00
1551.00,508.00
5563.00,370.00
13217.00,357.00
10145.00,427.00
11404.00,442.00
10742.00,476.00
13928.00,418.00
11835.00,451.00
10725.00,425.00
20031.00,528.00
5029.00,511.00
13239.00,400.00
10433.00,441.00
10320.00,455.00
12627.00,440.00
10762.00,433.00
10081.00,422.00
5454.00,411.00
12912.00,466.00
12109.00,394.00
10147.00,442.00
10524.00,467.00
5908.00,443.00
6815.00,298.00
4188.00,541.00
12342.00,489.00
15448.00,469.00
6722.00,452.00
3587.00,516.00
4631.00,79.00
5600.00,58.00
11317.00,514.00
5813.00,451.00
9123.00,472.00
8585.00,377.00
10688.00,472.00
14365.00,492.00
9469.00,390.00
9753.00,428.00
3520.00,681.00
10091.00,446.00
10387.00,485.00
11107.00,469.00
11584.00,354.00
14560.00,485.00
12390.00,388.00
10052.00,440.00
10288.00,456.00
10988.00,420.00
12461.00,322.00
12827.00,530.00
10677.00,481.00
13566.00,427.00
9572.00,451.00
3789.00,444.00
15108.00,486.00
22359.00,331.00
19769.00,74.00
7626.00,338.00
12386.00,447.00
13318.00,424.00
14461.00,513.00
11207.00,611.00
2132.00,525.00
13630.00,398.00
13070.00,387.00
9388.00,381.00
15148.00,396.00
12200.00,441.00
5709.00,565.00
3703.00,458.00
12405.00,388.00
16208.00,550.00
7359.00,531.00
5417.00,506.00
6175.00,527.00
2946.00,468.00
11419.00,475.00
6064.00,351.00
8712.00,405.00
7875.00,441.00
8567.00,381.00
7045.00,323.00
4468.00,459.00
2943.00,545.00
8382.00,359.00
6582.00,342.00
9143.00,368.00
4561.00,496.00
2564.00,458.00
1320.00,531.00
1219.00,486.00
2483.00,363.00
3147.00,528.00
4068.00,391.00
5245.00,339.00
1758.00,423.00
6157.00,402.00
8360.00,398.00
7174.00,343.00
1619.00,503.00
1831.00,415.00
2421.00,516.00
2283.00,439.00
